codigo,descripcion,capitulo
X96.6,"Agresion con material explosivo: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
X96.7,"Agresion con material explosivo: granja","Causas externas de morbilidad y de mortalidad"
X96.8,"Agresion con material explosivo: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
X96.9,"Agresion con material explosivo: lugar no especificado","Causas externas de morbilidad y de mortalidad"
X97.0,"Agresion con humo, fuego y llamas: vivienda","Causas externas de morbilidad y de mortalidad"
X97.1,"Agresion con humo, fuego y llamas: institucion residencial","Causas externas de morbilidad y de mortalidad"
X97.2,"Agresion con humo, fuego y llamas: escuelas, otras instituciones y areas administrativas publicas","Causas externas de morbilidad y de mortalidad"
X97.3,"Agresion con humo, fuego y llamas: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
X97.4,"Agresion con humo, fuego y llamas: calles y carreteras","Causas externas de morbilidad y de mortalidad"
X97.5,"Agresion con humo, fuego y llamas: comercio y areas de servicio","Causas externas de morbilidad y de mortalidad"
X97.6,"Agresion con humo, fuego y llamas: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
X97.7,"Agresion con humo, fuego y llamas: granja","Causas externas de morbilidad y de mortalidad"
X97.8,"Agresion con humo, fuego y llamas: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
X97.9,"Agresion con humo, fuego y llamas: lugar no especificado","Causas externas de morbilidad y de mortalidad"
X98.0,"Agresion con vapor de agua, vapores y objetos calientes: vivienda","Causas externas de morbilidad y de mortalidad"
X98.1,"Agresion con vapor de agua, vapores y objetos calientes: institucion residencial","Causas externas de morbilidad y de mortalidad"
X98.2,"Agresion con vapor de agua, vapores y objetos calientes: escuelas, otras instituciones y areas administrativas publicas","Causas externas de morbilidad y de mortalidad"
X98.3,"Agresion con vapor de agua, vapores y objetos calientes: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
X98.4,"Agresion con vapor de agua, vapores y objetos calientes: calles y carreteras","Causas externas de morbilidad y de mortalidad"
X98.5,"Agresion con vapor de agua, vapores y objetos calientes: comercio y areas de servicio","Causas externas de morbilidad y de mortalidad"
X98.6,"Agresion con vapor de agua, vapores y objetos calientes: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
X98.7,"Agresion con vapor de agua, vapores y objetos calientes: granja","Causas externas de morbilidad y de mortalidad"
X98.8,"Agresion con vapor de agua, vapores y objetos calientes: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
X98.9,"Agresion con vapor de agua, vapores y objetos calientes: lugar no especificado","Causas externas de morbilidad y de mortalidad"
X99.0,"Agresion con objeto cortante: vivienda","Causas externas de morbilidad y de mortalidad"
X99.1,"Agresion con objeto cortante: institucion residencial","Causas externas de morbilidad y de mortalidad"
X99.2,"Agresion con objeto cortante: escuelas, otras instituciones y areas administrativas publicas","Causas externas de morbilidad y de mortalidad"
X99.3,"Agresion con objeto cortante: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
X99.4,"Agresion con objeto cortante: calles y carreteras","Causas externas de morbilidad y de mortalidad"
X99.5,"Agresion con objeto cortante: comercio y areas de servicio","Causas externas de morbilidad y de mortalidad"
X99.6,"Agresion con objeto cortante: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
X99.7,"Agresion con objeto cortante: granja","Causas externas de morbilidad y de mortalidad"
X99.8,"Agresion con objeto cortante: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
X99.9,"Agresion con objeto cortante: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y00.0,"Agresion con objeto romo o sin filo: vivienda","Causas externas de morbilidad y de mortalidad"
Y00.1,"Agresion con objeto romo o sin filo: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y00.2,"Agresion con objeto romo o sin filo: escuelas otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y00.3,"Agresion con objeto romo o sin filo: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y00.4,"Agresion con objeto romo o sin filo: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y00.5,"Agresion con objeto romo o sin filo: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y00.6,"Agresion con objeto romo o sin filo: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y00.7,"Agresion con objeto romo o sin filo: granja","Causas externas de morbilidad y de mortalidad"
Y00.8,"Agresion con objeto romo o sin filo: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y00.9,"Agresion con objeto romo o sin filo: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y01.0,"Agresion por empujon desde un lugar elevado: vivienda","Causas externas de morbilidad y de mortalidad"
Y01.1,"Agresion por empujon desde un lugar elevado: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y01.2,"Agresion por empujon desde un lugar elevado: escuelas otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y01.3,"Agresion por empujon desde un lugar elevado: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y01.4,"Agresion por empujon desde un lugar elevado: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y01.5,"Agresion por empujon desde un lugar elevado: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y01.6,"Agresion por empujon desde un lugar elevado: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y01.7,"Agresion por empujon desde un lugar elevado: granja","Causas externas de morbilidad y de mortalidad"
Y01.8,"Agresion por empujon desde un lugar elevado: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y01.9,"Agresion por empujon desde un lugar elevado: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y02.0,"Agresion por empujar o colocar a la victima delante de objeto en movimiento: vivienda","Causas externas de morbilidad y de mortalidad"
Y02.1,"Agresion por empujar o colocar a la victima delante de objeto en movimiento: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y02.2,"Agresion por empujar o colocar a la victima delante de objeto en movimiento: escuelas otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y02.3,"Agresion por empujar o colocar a la victima delante de objeto en movimiento: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y02.4,"Agresion por empujar o colocar a la victima delante de objeto en movimiento: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y02.5,"Agresion por empujar o colocar a la victima delante de objeto en movimiento: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y02.6,"Agresion por empujar o colocar a la victima delante de objeto en movimiento: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y02.7,"Agresion por empujar o colocar a la victima delante de objeto en movimiento: granja","Causas externas de morbilidad y de mortalidad"
Y02.8,"Agresion por empujar o colocar a la victima delante de objeto en movimiento: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y02.9,"Agresion por empujar o colocar a la victima delante de objeto en movimiento: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y03.0,"Agresion por colision de vehiculo de motor: vivienda","Causas externas de morbilidad y de mortalidad"
Y03.1,"Agresion por colision de vehiculo de motor: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y03.2,"Agresion por colision de vehiculo de motor: escuelas, otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y03.3,"Agresion por colision de vehiculo de motor: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y03.4,"Agresion por colision de vehiculo de motor: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y03.5,"Agresion por colision de vehiculo de motor: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y03.6,"Agresion por colision de vehiculo de motor: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y03.7,"Agresion por colision de vehiculo de motor: granja","Causas externas de morbilidad y de mortalidad"
Y03.8,"Agresion por colision de vehiculo de motor: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y03.9,"Agresion por colision de vehiculo de motor: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y04.0,"Agresion con fuerza corporal: vivienda","Causas externas de morbilidad y de mortalidad"
Y04.1,"Agresion con fuerza corporal: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y04.2,"Agresion con fuerza corporal: escuelas, otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y04.3,"Agresion con fuerza corporal: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y04.4,"Agresion con fuerza corporal: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y04.5,"Agresion con fuerza corporal: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y04.6,"Agresion con fuerza corporal: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y04.7,"Agresion con fuerza corporal: granja","Causas externas de morbilidad y de mortalidad"
Y04.8,"Agresion con fuerza corporal: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y04.9,"Agresion con fuerza corporal: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y05.0,"Agresion sexual con fuerza corporal: vivienda","Causas externas de morbilidad y de mortalidad"
Y05.1,"Agresion sexual con fuerza corporal: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y05.2,"Agresion sexual con fuerza corporal: escuelas, otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y05.3,"Agresion sexual con fuerza corporal: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y05.4,"Agresion sexual con fuerza corporal: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y05.5,"Agresion sexual con fuerza corporal: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y05.6,"Agresion sexual con fuerza corporal: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y05.7,"Agresion sexual con fuerza corporal: granja","Causas externas de morbilidad y de mortalidad"
Y05.8,"Agresion sexual con fuerza corporal: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y05.9,"Agresion sexual con fuerza corporal: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y06.0,"Por esposo o pareja","Causas externas de morbilidad y de mortalidad"
Y06.1,"Por padre o madre","Causas externas de morbilidad y de mortalidad"
Y06.2,"Por conocido o amigo","Causas externas de morbilidad y de mortalidad"
Y06.8,"Por otra persona especificada","Causas externas de morbilidad y de mortalidad"
Y06.9,"Por persona no especificada","Causas externas de morbilidad y de mortalidad"
Y07.0,"Por esposo o pareja","Causas externas de morbilidad y de mortalidad"
Y07.1,"Por padre o madre","Causas externas de morbilidad y de mortalidad"
Y07.2,"Por conocido o amigo","Causas externas de morbilidad y de mortalidad"
Y07.3,"Por autoridades oficiales","Causas externas de morbilidad y de mortalidad"
Y07.8,"Por otra persona especificada","Causas externas de morbilidad y de mortalidad"
Y07.9,"Por persona no especificada","Causas externas de morbilidad y de mortalidad"
Y08.0,"Agresion por otros medios especificados: vivienda","Causas externas de morbilidad y de mortalidad"
Y08.1,"Agresion por otros medios especificados: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y08.2,"Agresion por otros medios especificados: escuelas, otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y08.3,"Agresion por otros medios especificados: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y08.4,"Agresion por otros medios especificados: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y08.5,"Agresion por otros medios especificados: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y08.6,"Agresion por otros medios especificados: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y08.7,"Agresion por otros medios especificados: granja","Causas externas de morbilidad y de mortalidad"
Y08.8,"Agresion por otros medios especificados: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y08.9,"Agresion por otros medios especificados: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y09.0,"Agresion por medios no especificados: vivienda","Causas externas de morbilidad y de mortalidad"
Y09.1,"Agresion por medios no especificados: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y09.2,"Agresion por medios no especificados: escuelas otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y09.3,"Agresion por medios no especificados: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y09.4,"Agresion por medios no especificados: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y09.5,"Agresion por medios no especificados: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y09.6,"Agresion por medios no especificados: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y09.7,"Agresion por medios no especificados: granja","Causas externas de morbilidad y de mortalidad"
Y09.8,"Agresion por medios no especificados: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y09.9,"Agresion por medios no especificados: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y10.0,"Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: vivienda","Causas externas de morbilidad y de mortalidad"
Y10.1,"Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y10.2,"Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: escuelas otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y10.3,"Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y10.4,"Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y10.5,"Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y10.6,"Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y10.7,"Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: granja","Causas externas de morbilidad y de mortalidad"
Y10.8,"Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y10.9,"Envenenamiento por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, de intencion no determinada: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y11.0,"Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: vivienda","Causas externas de morbilidad y de mortalidad"
Y11.1,"Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y11.2,"Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: escuelas otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y11.3,"Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y11.4,"Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y11.5,"Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y11.6,"Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y11.7,"Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: granja","Causas externas de morbilidad y de mortalidad"
Y11.8,"Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y11.9,"Envenenamiento por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, de intencion no determinada: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y12.0,"Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: vivienda","Causas externas de morbilidad y de mortalidad"
Y12.1,"Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y12.2,"Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: escuelas otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y12.3,"Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y12.4,"Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y12.5,"Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y12.6,"Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y12.7,"Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: granja","Causas externas de morbilidad y de mortalidad"
Y12.8,"Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y12.9,"Envenenamiento por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificadas en otra parte, de intencion no determinada: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y13.0,"Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: vivienda","Causas externas de morbilidad y de mortalidad"
Y13.1,"Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y13.2,"Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: escuelas otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y13.3,"Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y13.4,"Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y13.5,"Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y13.6,"Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y13.7,"Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: granja","Causas externas de morbilidad y de mortalidad"
Y13.8,"Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y13.9,"Envenenamiento por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, de intencion no determinada: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y14.0,"Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: vivienda","Causas externas de morbilidad y de mortalidad"
Y14.1,"Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y14.2,"Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: escuelas otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y14.3,"Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y14.4,"Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y14.5,"Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y14.6,"Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y14.7,"Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: granja","Causas externas de morbilidad y de mortalidad"
Y14.8,"Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y14.9,"Envenenamiento por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y las no especificadas, de intencion no determinada: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y15.0,"Envenenamiento por, y exposicion al alcohol , de intencion no determinada: vivienda","Causas externas de morbilidad y de mortalidad"
Y15.1,"Envenenamiento por, y exposicion al alcohol , de intencion no determinada: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y15.2,"Envenenamiento por, y exposicion al alcohol , de intencion no determinada: escuelas otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y15.3,"Envenenamiento por, y exposicion al alcohol , de intencion no determinada: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y15.4,"Envenenamiento por, y exposicion al alcohol , de intencion no determinada: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y15.5,"Envenenamiento por, y exposicion al alcohol , de intencion no determinada: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y15.6,"Envenenamiento por, y exposicion al alcohol , de intencion no determinada: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y15.7,"Envenenamiento por, y exposicion al alcohol , de intencion no determinada: granja","Causas externas de morbilidad y de mortalidad"
Y15.8,"Envenenamiento por, y exposicion al alcohol , de intencion no determinada: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y15.9,"Envenenamiento por, y exposicion al alcohol , de intencion no determinada: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y16.0,"Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: vivienda","Causas externas de morbilidad y de mortalidad"
Y16.1,"Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y16.2,"Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: escuelas, otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y16.3,"Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y16.4,"Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y16.5,"Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y16.6,"Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y16.7,"Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: granja","Causas externas de morbilidad y de mortalidad"
Y16.8,"Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y16.9,"Envenenamiento por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, de intencion no determinada: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y17.0,"Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: vivienda","Causas externas de morbilidad y de mortalidad"
Y17.1,"Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y17.2,"Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: escuelas, otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y17.3,"Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y17.4,"Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y17.5,"Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y17.6,"Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y17.7,"Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: granja","Causas externas de morbilidad y de mortalidad"
Y17.8,"Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y17.9,"Envenenamiento por, y exposicion a otros gases y vapores, de intencion no determinada: lugar no especificado","Causas externas de morbilidad y de mortalidad"
Y18.0,"Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: vivienda","Causas externas de morbilidad y de mortalidad"
Y18.1,"Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: institucion residencial","Causas externas de morbilidad y de mortalidad"
Y18.2,"Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: escuelas otras instituciones y areas administrativas","Causas externas de morbilidad y de mortalidad"
Y18.3,"Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: areas de deporte y atletismo","Causas externas de morbilidad y de mortalidad"
Y18.4,"Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: calles y carreteras","Causas externas de morbilidad y de mortalidad"
Y18.5,"Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: comercio y area de servicios","Causas externas de morbilidad y de mortalidad"
Y18.6,"Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: area industrial y de la construccion","Causas externas de morbilidad y de mortalidad"
Y18.7,"Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: granja","Causas externas de morbilidad y de mortalidad"
Y18.8,"Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: otro lugar especificado","Causas externas de morbilidad y de mortalidad"
Y18.9,"Envenenamiento por, y exposicion a plaguicidas, de intencion no determinada: lugar no especificado","Causas externas de morbilidad y de mortalidad"
